id,series_id,night,event,step,timestamp
2314,280e08693c6d,1,0,6768.0,2019-03-19T20:39:00-0400
2315,280e08693c6d,1,1,14172.0,2019-03-20T06:56:00-0400
2316,280e08693c6d,2,0,23712.0,2019-03-20T20:11:00-0400
2317,280e08693c6d,2,1,31440.0,2019-03-21T06:55:00-0400
2320,280e08693c6d,4,0,60972.0,2019-03-22T23:56:00-0400
2321,280e08693c6d,4,1,66012.0,2019-03-23T06:56:00-0400
2322,280e08693c6d,5,0,78924.0,2019-03-24T00:52:00-0400
2323,280e08693c6d,5,1,85368.0,2019-03-24T09:49:00-0400
2326,280e08693c6d,7,0,111012.0,2019-03-25T21:26:00-0400
2327,280e08693c6d,7,1,117948.0,2019-03-26T07:04:00-0400
2332,280e08693c6d,10,0,163620.0,2019-03-28T22:30:00-0400
2333,280e08693c6d,10,1,169740.0,2019-03-29T07:00:00-0400
2334,280e08693c6d,11,0,181992.0,2019-03-30T00:01:00-0400
2335,280e08693c6d,11,1,189132.0,2019-03-30T09:56:00-0400
2336,280e08693c6d,12,0,198216.0,2019-03-30T22:33:00-0400
2337,280e08693c6d,12,1,205920.0,2019-03-31T09:15:00-0400
2340,280e08693c6d,14,0,231744.0,2019-04-01T21:07:00-0400
2341,280e08693c6d,14,1,238680.0,2019-04-02T06:45:00-0400
2342,280e08693c6d,15,0,249156.0,2019-04-02T21:18:00-0400
2343,280e08693c6d,15,1,255996.0,2019-04-03T06:48:00-0400
2346,280e08693c6d,17,0,283584.0,2019-04-04T21:07:00-0400
2347,280e08693c6d,17,1,290508.0,2019-04-05T06:44:00-0400
2348,280e08693c6d,18,0,302748.0,2019-04-05T23:44:00-0400
2349,280e08693c6d,18,1,308652.0,2019-04-06T07:56:00-0400
2350,280e08693c6d,19,0,320304.0,2019-04-07T00:07:00-0400
2351,280e08693c6d,19,1,325800.0,2019-04-07T07:45:00-0400
2352,280e08693c6d,20,0,334704.0,2019-04-07T20:07:00-0400
2353,280e08693c6d,20,1,342672.0,2019-04-08T07:11:00-0400
2354,280e08693c6d,21,0,352164.0,2019-04-08T20:22:00-0400
2355,280e08693c6d,21,1,358560.0,2019-04-09T05:15:00-0400
2364,280e08693c6d,26,0,441360.0,2019-04-14T00:15:00-0400
2365,280e08693c6d,26,1,447756.0,2019-04-14T09:08:00-0400
2366,280e08693c6d,27,0,455760.0,2019-04-14T20:15:00-0400
2367,280e08693c6d,27,1,463356.0,2019-04-15T06:48:00-0400
2370,280e08693c6d,29,0,490944.0,2019-04-16T21:07:00-0400
2371,280e08693c6d,29,1,498060.0,2019-04-17T07:00:00-0400
2374,280e08693c6d,31,0,525324.0,2019-04-18T20:52:00-0400
2375,280e08693c6d,31,1,532704.0,2019-04-19T07:07:00-0400
2376,280e08693c6d,32,0,547236.0,2019-04-20T03:18:00-0400
2377,280e08693c6d,32,1,551700.0,2019-04-20T09:30:00-0400
2382,280e08693c6d,35,0,594060.0,2019-04-22T20:20:00-0400
2383,280e08693c6d,35,1,602280.0,2019-04-23T07:45:00-0400
2384,292a75c0b94e,1,0,7080.0,2019-03-14T23:05:00-0500
2385,292a75c0b94e,1,1,11724.0,2019-03-15T05:32:00-0500
2392,292a75c0b94e,5,0,74016.0,2019-03-18T21:03:00-0400
2393,292a75c0b94e,5,1,80124.0,2019-03-19T05:32:00-0400
2394,292a75c0b94e,6,0,91788.0,2019-03-19T21:44:00-0400
2395,292a75c0b94e,6,1,97776.0,2019-03-20T06:03:00-0400
2396,292a75c0b94e,7,0,108156.0,2019-03-20T20:28:00-0400
2397,292a75c0b94e,7,1,114972.0,2019-03-21T05:56:00-0400
2402,292a75c0b94e,10,0,163476.0,2019-03-24T01:18:00-0400
2403,292a75c0b94e,10,1,169332.0,2019-03-24T09:26:00-0400
2404,292a75c0b94e,11,0,177564.0,2019-03-24T20:52:00-0400
2405,292a75c0b94e,11,1,183984.0,2019-03-25T05:47:00-0400
2406,292a75c0b94e,12,0,195048.0,2019-03-25T21:09:00-0400
2407,292a75c0b94e,12,1,201516.0,2019-03-26T06:08:00-0400
2410,292a75c0b94e,14,0,228780.0,2019-03-27T20:00:00-0400
2411,292a75c0b94e,14,1,236052.0,2019-03-28T06:06:00-0400
2412,292a75c0b94e,15,0,247896.0,2019-03-28T22:33:00-0400
2413,292a75c0b94e,15,1,253980.0,2019-03-29T07:00:00-0400
2414,292a75c0b94e,16,0,266820.0,2019-03-30T00:50:00-0400
2415,292a75c0b94e,16,1,271800.0,2019-03-30T07:45:00-0400
2416,292a75c0b94e,17,0,282192.0,2019-03-30T22:11:00-0400
2417,292a75c0b94e,17,1,289116.0,2019-03-31T07:48:00-0400
2418,292a75c0b94e,18,0,299652.0,2019-03-31T22:26:00-0400
2419,292a75c0b94e,18,1,305100.0,2019-04-01T06:00:00-0400
2420,292a75c0b94e,19,0,315912.0,2019-04-01T21:01:00-0400
2421,292a75c0b94e,19,1,322464.0,2019-04-02T06:07:00-0400
2422,292a75c0b94e,20,0,334440.0,2019-04-02T22:45:00-0400
2423,292a75c0b94e,20,1,339612.0,2019-04-03T05:56:00-0400
2424,292a75c0b94e,21,0,350724.0,2019-04-03T21:22:00-0400
2425,292a75c0b94e,21,1,356436.0,2019-04-04T05:18:00-0400
2426,292a75c0b94e,22,0,368100.0,2019-04-04T21:30:00-0400
2427,292a75c0b94e,22,1,374364.0,2019-04-05T06:12:00-0400
2428,292a75c0b94e,23,0,386544.0,2019-04-05T23:07:00-0400
2429,292a75c0b94e,23,1,391896.0,2019-04-06T06:33:00-0400
2436,292a75c0b94e,27,0,454608.0,2019-04-09T21:39:00-0400
2437,292a75c0b94e,27,1,460536.0,2019-04-10T05:53:00-0400
2438,292a75c0b94e,28,0,471948.0,2019-04-10T21:44:00-0400
2439,292a75c0b94e,28,1,477900.0,2019-04-11T06:00:00-0400
2440,292a75c0b94e,29,0,489240.0,2019-04-11T21:45:00-0400
2441,292a75c0b94e,29,1,495264.0,2019-04-12T06:07:00-0400
2442,292a75c0b94e,30,0,507684.0,2019-04-12T23:22:00-0400
2443,292a75c0b94e,30,1,514296.0,2019-04-13T08:33:00-0400
2444,292a75c0b94e,31,0,527124.0,2019-04-14T02:22:00-0400
2445,292a75c0b94e,31,1,533232.0,2019-04-14T10:51:00-0400
2446,292a75c0b94e,32,0,541932.0,2019-04-14T22:56:00-0400
2447,292a75c0b94e,32,1,547056.0,2019-04-15T06:03:00-0400
2448,29c75c018220,1,0,8100.0,2018-04-04T23:45:00-0400
2449,29c75c018220,1,1,13416.0,2018-04-05T07:08:00-0400
2450,29c75c018220,2,0,25152.0,2018-04-05T23:26:00-0400
2451,29c75c018220,2,1,30600.0,2018-04-06T07:00:00-0400
2452,29c75c018220,3,0,42564.0,2018-04-06T23:37:00-0400
2453,29c75c018220,3,1,47520.0,2018-04-07T06:30:00-0400
2454,29c75c018220,4,0,60516.0,2018-04-08T00:33:00-0400
2455,29c75c018220,4,1,65520.0,2018-04-08T07:30:00-0400
2456,29c75c018220,5,0,77772.0,2018-04-09T00:31:00-0400
2457,29c75c018220,5,1,83460.0,2018-04-09T08:25:00-0400
2458,29c75c018220,6,0,92988.0,2018-04-09T21:39:00-0400
2459,29c75c018220,6,1,99360.0,2018-04-10T06:30:00-0400
2460,29c75c018220,7,0,112176.0,2018-04-11T00:18:00-0400
2461,29c75c018220,7,1,117000.0,2018-04-11T07:00:00-0400
2462,29c75c018220,8,0,128712.0,2018-04-11T23:16:00-0400
2463,29c75c018220,8,1,134280.0,2018-04-12T07:00:00-0400
2464,29c75c018220,9,0,146760.0,2018-04-13T00:20:00-0400
2465,29c75c018220,9,1,151512.0,2018-04-13T06:56:00-0400
2466,29c75c018220,10,0,162900.0,2018-04-13T22:45:00-0400
2467,29c75c018220,10,1,168840.0,2018-04-14T07:00:00-0400
2468,29c75c018220,11,0,181908.0,2018-04-15T01:09:00-0400
2469,29c75c018220,11,1,185784.0,2018-04-15T06:32:00-0400
2470,29c75c018220,12,0,198360.0,2018-04-16T00:00:00-0400
2471,29c75c018220,12,1,203496.0,2018-04-16T07:08:00-0400
2472,29c75c018220,13,0,215364.0,2018-04-16T23:37:00-0400
2473,29c75c018220,13,1,220728.0,2018-04-17T07:04:00-0400
2474,29c75c018220,14,0,231792.0,2018-04-17T22:26:00-0400
2475,29c75c018220,14,1,237960.0,2018-04-18T07:00:00-0400
2476,29c75c018220,15,0,251496.0,2018-04-19T01:48:00-0400
2477,29c75c018220,15,1,255324.0,2018-04-19T07:07:00-0400
2478,29c75c018220,16,0,266040.0,2018-04-19T22:00:00-0400
2479,29c75c018220,16,1,272292.0,2018-04-20T06:41:00-0400
2480,29c75c018220,17,0,285540.0,2018-04-21T01:05:00-0400
2481,29c75c018220,17,1,289380.0,2018-04-21T06:25:00-0400
2482,29c75c018220,18,0,302868.0,2018-04-22T01:09:00-0400
2483,29c75c018220,18,1,306852.0,2018-04-22T06:41:00-0400
2484,29c75c018220,19,0,319320.0,2018-04-23T00:00:00-0400
2485,29c75c018220,19,1,324360.0,2018-04-23T07:00:00-0400
2486,29c75c018220,20,0,335220.0,2018-04-23T22:05:00-0400
2487,29c75c018220,20,1,341676.0,2018-04-24T07:03:00-0400
2488,29c75c018220,21,0,353340.0,2018-04-24T23:15:00-0400
2489,29c75c018220,21,1,359040.0,2018-04-25T07:10:00-0400
2490,29c75c018220,22,0,370980.0,2018-04-25T23:45:00-0400
2491,29c75c018220,22,1,376200.0,2018-04-26T07:00:00-0400
2492,29c75c018220,23,0,390216.0,2018-04-27T02:28:00-0400
2493,29c75c018220,23,1,393624.0,2018-04-27T07:12:00-0400
2494,29c75c018220,24,0,405192.0,2018-04-27T23:16:00-0400
2495,29c75c018220,24,1,410856.0,2018-04-28T07:08:00-0400
2496,29c75c018220,25,0,422532.0,2018-04-28T23:21:00-0400
2497,29c75c018220,25,1,428340.0,2018-04-29T07:25:00-0400
2498,29c75c018220,26,0,440256.0,2018-04-29T23:58:00-0400
2499,29c75c018220,26,1,445440.0,2018-04-30T07:10:00-0400
2500,29d3469bd15d,1,0,3960.0,2018-09-07T21:45:00-0400
2501,29d3469bd15d,1,1,10164.0,2018-09-08T06:22:00-0400
2502,29d3469bd15d,2,0,21996.0,2018-09-08T22:48:00-0400
2503,29d3469bd15d,2,1,27132.0,2018-09-09T05:56:00-0400
2508,29d3469bd15d,5,0,73212.0,2018-09-11T21:56:00-0400
2509,29d3469bd15d,5,1,79368.0,2018-09-12T06:29:00-0400
2510,29d3469bd15d,6,0,90672.0,2018-09-12T22:11:00-0400
2511,29d3469bd15d,6,1,96612.0,2018-09-13T06:26:00-0400
2512,29d3469bd15d,7,0,107820.0,2018-09-13T22:00:00-0400
2513,29d3469bd15d,7,1,113712.0,2018-09-14T06:11:00-0400
2526,29d3469bd15d,14,0,229224.0,2018-09-20T22:37:00-0400
2527,29d3469bd15d,14,1,235152.0,2018-09-21T06:51:00-0400
2528,29d3469bd15d,15,0,246576.0,2018-09-21T22:43:00-0400
2529,29d3469bd15d,15,1,252852.0,2018-09-22T07:26:00-0400
2530,29d3469bd15d,16,0,264456.0,2018-09-22T23:33:00-0400
2531,29d3469bd15d,16,1,271212.0,2018-09-23T08:56:00-0400
2532,29d3469bd15d,17,0,281412.0,2018-09-23T23:06:00-0400
2533,29d3469bd15d,17,1,286872.0,2018-09-24T06:41:00-0400
2534,29d3469bd15d,18,0,298212.0,2018-09-24T22:26:00-0400
2535,29d3469bd15d,18,1,304056.0,2018-09-25T06:33:00-0400
2536,29d3469bd15d,19,0,315444.0,2018-09-25T22:22:00-0400
2537,29d3469bd15d,19,1,321156.0,2018-09-26T06:18:00-0400
2538,29d3469bd15d,20,0,332676.0,2018-09-26T22:18:00-0400
2539,29d3469bd15d,20,1,338436.0,2018-09-27T06:18:00-0400
2540,29d3469bd15d,21,0,350232.0,2018-09-27T22:41:00-0400
2541,29d3469bd15d,21,1,355944.0,2018-09-28T06:37:00-0400
2542,29d3469bd15d,22,0,367020.0,2018-09-28T22:00:00-0400
2543,29d3469bd15d,22,1,373404.0,2018-09-29T06:52:00-0400
2544,29d3469bd15d,23,0,384372.0,2018-09-29T22:06:00-0400
2545,29d3469bd15d,23,1,390852.0,2018-09-30T07:06:00-0400
2546,2b0a1fa8eba8,1,0,7416.0,2018-11-12T22:18:00-0500
2547,2b0a1fa8eba8,1,1,13104.0,2018-11-13T06:12:00-0500
2548,2b0a1fa8eba8,2,0,23664.0,2018-11-13T20:52:00-0500
2549,2b0a1fa8eba8,2,1,31176.0,2018-11-14T07:18:00-0500
2550,2b0a1fa8eba8,3,0,41076.0,2018-11-14T21:03:00-0500
2551,2b0a1fa8eba8,3,1,48324.0,2018-11-15T07:07:00-0500
2552,2b0a1fa8eba8,4,0,58176.0,2018-11-15T20:48:00-0500
2553,2b0a1fa8eba8,4,1,64668.0,2018-11-16T05:49:00-0500
2554,2b0a1fa8eba8,5,0,79800.0,2018-11-17T02:50:00-0500
2555,2b0a1fa8eba8,5,1,83952.0,2018-11-17T08:36:00-0500
2556,2b0a1fa8eba8,6,0,93192.0,2018-11-17T21:26:00-0500
2557,2b0a1fa8eba8,6,1,100704.0,2018-11-18T07:52:00-0500
2558,2b0a1fa8eba8,7,0,110316.0,2018-11-18T21:13:00-0500
2559,2b0a1fa8eba8,7,1,117672.0,2018-11-19T07:26:00-0500
2560,2b0a1fa8eba8,8,0,127476.0,2018-11-19T21:03:00-0500
2561,2b0a1fa8eba8,8,1,134280.0,2018-11-20T06:30:00-0500
2562,2b0a1fa8eba8,9,0,144756.0,2018-11-20T21:03:00-0500
2563,2b0a1fa8eba8,9,1,151956.0,2018-11-21T07:03:00-0500
2564,2b0a1fa8eba8,10,0,161952.0,2018-11-21T20:56:00-0500
2565,2b0a1fa8eba8,10,1,167256.0,2018-11-22T04:18:00-0500
2566,2b0a1fa8eba8,11,0,179652.0,2018-11-22T21:31:00-0500
2567,2b0a1fa8eba8,11,1,185940.0,2018-11-23T06:15:00-0500
2568,2b0a1fa8eba8,12,0,198084.0,2018-11-23T23:07:00-0500
2569,2b0a1fa8eba8,12,1,203304.0,2018-11-24T06:22:00-0500
2570,2b0a1fa8eba8,13,0,214920.0,2018-11-24T22:30:00-0500
2571,2b0a1fa8eba8,13,1,222336.0,2018-11-25T08:48:00-0500
2572,2b0a1fa8eba8,14,0,233052.0,2018-11-25T23:41:00-0500
2573,2b0a1fa8eba8,14,1,238488.0,2018-11-26T07:14:00-0500
2578,2b0a1fa8eba8,17,0,282972.0,2018-11-28T21:01:00-0500
2579,2b0a1fa8eba8,17,1,290556.0,2018-11-29T07:33:00-0500
2582,2b0a1fa8eba8,19,0,318492.0,2018-11-30T22:21:00-0500
2583,2b0a1fa8eba8,19,1,324852.0,2018-12-01T07:11:00-0500
2586,2b0a1fa8eba8,21,0,351900.0,2018-12-02T20:45:00-0500
2587,2b0a1fa8eba8,21,1,359556.0,2018-12-03T07:23:00-0500
2588,2b0a1fa8eba8,22,0,369312.0,2018-12-03T20:56:00-0500
2589,2b0a1fa8eba8,22,1,376452.0,2018-12-04T06:51:00-0500
2590,2b0a1fa8eba8,23,0,386364.0,2018-12-04T20:37:00-0500
2591,2b0a1fa8eba8,23,1,393480.0,2018-12-05T06:30:00-0500
2592,2b0a1fa8eba8,24,0,404100.0,2018-12-05T21:15:00-0500
2593,2b0a1fa8eba8,24,1,411216.0,2018-12-06T07:08:00-0500
2594,2b0a1fa8eba8,25,0,421740.0,2018-12-06T21:45:00-0500
2595,2b0a1fa8eba8,25,1,428580.0,2018-12-07T07:15:00-0500
2596,2b0a1fa8eba8,26,0,438924.0,2018-12-07T21:37:00-0500
2597,2b0a1fa8eba8,26,1,444960.0,2018-12-08T06:00:00-0500
2598,2b8d87addea9,1,0,4224.0,2018-11-01T23:07:00-0400
2599,2b8d87addea9,1,1,6204.0,2018-11-02T01:52:00-0400
2600,2b8d87addea9,2,0,22584.0,2018-11-03T00:37:00-0400
2601,2b8d87addea9,2,1,28872.0,2018-11-03T09:21:00-0400
2602,2b8d87addea9,3,0,42792.0,2018-11-04T04:41:00-0400
2603,2b8d87addea9,3,1,45624.0,2018-11-04T08:37:00-0400
2604,2b8d87addea9,4,0,57456.0,2018-11-05T01:03:00-0400
2605,2b8d87addea9,4,1,60300.0,2018-11-05T05:00:00-0400
2606,2b8d87addea9,5,0,73860.0,2018-11-05T23:50:00-0400
2607,2b8d87addea9,5,1,78744.0,2018-11-06T06:37:00-0400
2608,2b8d87addea9,6,0,91032.0,2018-11-06T23:41:00-0400
2609,2b8d87addea9,6,1,96420.0,2018-11-07T07:10:00-0400
2612,2b8d87addea9,8,0,125160.0,2018-11-08T23:05:00-0400
2613,2b8d87addea9,8,1,131304.0,2018-11-09T07:37:00-0400
2614,2b8d87addea9,9,0,143520.0,2018-11-10T00:35:00-0400
2615,2b8d87addea9,9,1,149724.0,2018-11-10T09:12:00-0400
2616,2b8d87addea9,10,0,160272.0,2018-11-10T23:51:00-0400
2617,2b8d87addea9,10,1,166944.0,2018-11-11T08:07:00-0500
2618,2b8d87addea9,11,0,178596.0,2018-11-12T00:18:00-0500
2619,2b8d87addea9,11,1,183732.0,2018-11-12T07:26:00-0500
2620,2b8d87addea9,12,0,194856.0,2018-11-12T22:53:00-0500
2621,2b8d87addea9,12,1,201060.0,2018-11-13T07:30:00-0500
2622,2b8d87addea9,13,0,212412.0,2018-11-13T23:16:00-0500
2623,2b8d87addea9,13,1,218292.0,2018-11-14T07:26:00-0500
2624,2b8d87addea9,14,0,230100.0,2018-11-14T23:50:00-0500
2625,2b8d87addea9,14,1,235488.0,2018-11-15T07:19:00-0500
2626,2b8d87addea9,15,0,247272.0,2018-11-15T23:41:00-0500
2627,2b8d87addea9,15,1,252588.0,2018-11-16T07:04:00-0500
2630,2b8d87addea9,17,0,282372.0,2018-11-18T00:26:00-0500
2631,2b8d87addea9,17,1,288924.0,2018-11-18T09:32:00-0500
2632,2b8d87addea9,18,0,302436.0,2018-11-19T04:18:00-0500
2633,2b8d87addea9,18,1,306384.0,2018-11-19T09:47:00-0500
2634,2b8d87addea9,19,0,316500.0,2018-11-19T23:50:00-0500
2635,2b8d87addea9,19,1,321804.0,2018-11-20T07:12:00-0500
2636,2b8d87addea9,20,0,333360.0,2018-11-20T23:15:00-0500
2637,2b8d87addea9,20,1,335676.0,2018-11-21T02:28:00-0500
2638,2b8d87addea9,21,0,350592.0,2018-11-21T23:11:00-0500
2639,2b8d87addea9,21,1,357324.0,2018-11-22T08:32:00-0500
2640,2b8d87addea9,22,0,368724.0,2018-11-23T00:22:00-0500
2641,2b8d87addea9,22,1,374220.0,2018-11-23T08:00:00-0500
2642,2b8d87addea9,23,0,392304.0,2018-11-24T09:07:00-0500
2643,2b8d87addea9,23,1,394812.0,2018-11-24T12:36:00-0500
2644,2b8d87addea9,24,0,401040.0,2018-11-24T21:15:00-0500
2645,2b8d87addea9,24,1,407412.0,2018-11-25T06:06:00-0500
2646,2b8d87addea9,25,0,419592.0,2018-11-25T23:01:00-0500
2647,2b8d87addea9,25,1,425280.0,2018-11-26T06:55:00-0500
2648,2b8d87addea9,26,0,437352.0,2018-11-26T23:41:00-0500
2649,2b8d87addea9,26,1,442836.0,2018-11-27T07:18:00-0500
2650,2b8d87addea9,27,0,455460.0,2018-11-28T00:50:00-0500
2651,2b8d87addea9,27,1,461640.0,2018-11-28T09:25:00-0500
2652,2b8d87addea9,28,0,473436.0,2018-11-29T01:48:00-0500
2653,2b8d87addea9,28,1,475740.0,2018-11-29T05:00:00-0500
2654,2b8d87addea9,29,0,490224.0,2018-11-30T01:07:00-0500
2655,2b8d87addea9,29,1,496032.0,2018-11-30T09:11:00-0500
2656,2b8d87addea9,30,0,507960.0,2018-12-01T01:45:00-0500
2657,2b8d87addea9,30,1,513396.0,2018-12-01T09:18:00-0500
2658,2b8d87addea9,31,0,524472.0,2018-12-02T00:41:00-0500
2659,2b8d87addea9,31,1,527076.0,2018-12-02T04:18:00-0500
2660,2b8d87addea9,32,0,541164.0,2018-12-02T23:52:00-0500
2661,2b8d87addea9,32,1,543732.0,2018-12-03T03:26:00-0500
2668,2cd2340ca14d,1,0,10932.0,2018-08-22T03:11:00-0400
2669,2cd2340ca14d,1,1,13944.0,2018-08-22T07:22:00-0400
2672,2cd2340ca14d,3,0,45540.0,2018-08-24T03:15:00-0400
2673,2cd2340ca14d,3,1,53316.0,2018-08-24T14:03:00-0400
2674,2cd2340ca14d,4,0,65100.0,2018-08-25T06:25:00-0400
2675,2cd2340ca14d,4,1,69972.0,2018-08-25T13:11:00-0400
2676,2cd2340ca14d,5,0,81540.0,2018-08-26T05:15:00-0400
2677,2cd2340ca14d,5,1,88632.0,2018-08-26T15:06:00-0400
2678,2cd2340ca14d,6,0,103272.0,2018-08-27T11:26:00-0400
2679,2cd2340ca14d,6,1,106560.0,2018-08-27T16:00:00-0400
2680,2cd2340ca14d,7,0,115284.0,2018-08-28T04:07:00-0400
2681,2cd2340ca14d,7,1,122304.0,2018-08-28T13:52:00-0400
2682,2cd2340ca14d,8,0,133692.0,2018-08-29T05:41:00-0400
2683,2cd2340ca14d,8,1,139008.0,2018-08-29T13:04:00-0400
2684,2cd2340ca14d,9,0,151776.0,2018-08-30T06:48:00-0400
2685,2cd2340ca14d,9,1,156996.0,2018-08-30T14:03:00-0400
2686,2cd2340ca14d,10,0,168792.0,2018-08-31T06:26:00-0400
2687,2cd2340ca14d,10,1,173772.0,2018-08-31T13:21:00-0400
2692,2cd2340ca14d,13,0,218088.0,2018-09-03T02:54:00-0400
2693,2cd2340ca14d,13,1,225660.0,2018-09-03T13:25:00-0400
2694,2cd2340ca14d,14,0,237444.0,2018-09-04T05:47:00-0400
2695,2cd2340ca14d,14,1,240324.0,2018-09-04T09:47:00-0400
2736,2e9ced2c7976,1,0,7824.0,2018-07-12T22:07:00-0400
2737,2e9ced2c7976,1,1,15252.0,2018-07-13T08:26:00-0400
2738,2e9ced2c7976,2,0,27912.0,2018-07-14T02:01:00-0400
2739,2e9ced2c7976,2,1,33024.0,2018-07-14T09:07:00-0400
2740,2e9ced2c7976,3,0,44100.0,2018-07-15T00:30:00-0400
2741,2e9ced2c7976,3,1,50436.0,2018-07-15T09:18:00-0400
2742,2e9ced2c7976,4,0,59844.0,2018-07-15T22:22:00-0400
2743,2e9ced2c7976,4,1,67092.0,2018-07-16T08:26:00-0400
2744,2e9ced2c7976,5,0,79356.0,2018-07-17T01:28:00-0400
2745,2e9ced2c7976,5,1,84156.0,2018-07-17T08:08:00-0400
2746,2e9ced2c7976,6,0,93948.0,2018-07-17T21:44:00-0400
2747,2e9ced2c7976,6,1,100440.0,2018-07-18T06:45:00-0400
2748,2e9ced2c7976,7,0,113532.0,2018-07-19T00:56:00-0400
2749,2e9ced2c7976,7,1,118116.0,2018-07-19T07:18:00-0400
2750,2e9ced2c7976,8,0,130248.0,2018-07-20T00:09:00-0400
2751,2e9ced2c7976,8,1,136464.0,2018-07-20T08:47:00-0400
2754,2e9ced2c7976,10,0,164160.0,2018-07-21T23:15:00-0400
2755,2e9ced2c7976,10,1,170676.0,2018-07-22T08:18:00-0400
2756,2e9ced2c7976,11,0,181272.0,2018-07-22T23:01:00-0400
2757,2e9ced2c7976,11,1,188100.0,2018-07-23T08:30:00-0400
2758,2e9ced2c7976,12,0,197856.0,2018-07-23T22:03:00-0400
2759,2e9ced2c7976,12,1,203976.0,2018-07-24T06:33:00-0400
2762,2e9ced2c7976,14,0,235236.0,2018-07-26T01:58:00-0400
2763,2e9ced2c7976,14,1,239400.0,2018-07-26T07:45:00-0400
2764,2f7504d0f426,1,0,7104.0,2018-03-06T20:52:00-0500
2765,2f7504d0f426,1,1,14172.0,2018-03-07T06:41:00-0500
2766,2f7504d0f426,2,0,24648.0,2018-03-07T21:14:00-0500
2767,2f7504d0f426,2,1,31632.0,2018-03-08T06:56:00-0500
2768,2f7504d0f426,3,0,42180.0,2018-03-08T21:35:00-0500
2769,2f7504d0f426,3,1,48900.0,2018-03-09T06:55:00-0500
2770,2f7504d0f426,4,0,59976.0,2018-03-09T22:18:00-0500
2771,2f7504d0f426,4,1,65952.0,2018-03-10T06:36:00-0500
2772,2f7504d0f426,5,0,78216.0,2018-03-10T23:38:00-0500
2773,2f7504d0f426,5,1,84264.0,2018-03-11T08:02:00-0500
2774,2f7504d0f426,6,0,93876.0,2018-03-11T21:23:00-0500
2775,2f7504d0f426,6,1,100716.0,2018-03-12T06:53:00-0500
2776,2f7504d0f426,7,0,111324.0,2018-03-12T21:37:00-0500
2777,2f7504d0f426,7,1,117936.0,2018-03-13T06:48:00-0500
2778,2f7504d0f426,8,0,128556.0,2018-03-13T21:33:00-0500
2779,2f7504d0f426,8,1,135432.0,2018-03-14T07:06:00-0500
2780,2f7504d0f426,9,0,145656.0,2018-03-14T21:18:00-0500
2781,2f7504d0f426,9,1,152412.0,2018-03-15T06:41:00-0500
2782,2f7504d0f426,10,0,162492.0,2018-03-15T20:41:00-0500
2783,2f7504d0f426,10,1,169584.0,2018-03-16T06:32:00-0500
2784,2f7504d0f426,11,0,182016.0,2018-03-16T23:48:00-0500
2785,2f7504d0f426,11,1,186864.0,2018-03-17T06:32:00-0500
2786,2f7504d0f426,12,0,196392.0,2018-03-17T19:46:00-0500
2787,2f7504d0f426,12,1,204828.0,2018-03-18T08:29:00-0400
2788,2f7504d0f426,13,0,213948.0,2018-03-18T21:09:00-0400
2789,2f7504d0f426,13,1,221292.0,2018-03-19T07:21:00-0400
2790,2f7504d0f426,14,0,231288.0,2018-03-19T21:14:00-0400
2791,2f7504d0f426,14,1,236736.0,2018-03-20T04:48:00-0400
2792,2f7504d0f426,15,0,248220.0,2018-03-20T20:45:00-0400
2793,2f7504d0f426,15,1,255588.0,2018-03-21T06:59:00-0400
2796,2f7504d0f426,17,0,283320.0,2018-03-22T21:30:00-0400
2797,2f7504d0f426,17,1,289644.0,2018-03-23T06:17:00-0400
2798,2f7504d0f426,18,0,301764.0,2018-03-23T23:07:00-0400
2799,2f7504d0f426,18,1,307116.0,2018-03-24T06:33:00-0400
2800,2f7504d0f426,19,0,317580.0,2018-03-24T21:05:00-0400
2801,2f7504d0f426,19,1,324228.0,2018-03-25T06:19:00-0400
2804,2fbbee1a38e3,1,0,6636.0,2017-08-31T21:43:00-0400
2805,2fbbee1a38e3,1,1,12852.0,2017-09-01T06:21:00-0400
2806,2fbbee1a38e3,2,0,23928.0,2017-09-01T21:44:00-0400
2807,2fbbee1a38e3,2,1,31092.0,2017-09-02T07:41:00-0400
2808,2fbbee1a38e3,3,0,40764.0,2017-09-02T21:07:00-0400
2809,2fbbee1a38e3,3,1,48192.0,2017-09-03T07:26:00-0400
2810,2fbbee1a38e3,4,0,59400.0,2017-09-03T23:00:00-0400
2811,2fbbee1a38e3,4,1,65976.0,2017-09-04T08:08:00-0400
2812,2fbbee1a38e3,5,0,76272.0,2017-09-04T22:26:00-0400
2813,2fbbee1a38e3,5,1,82704.0,2017-09-05T07:22:00-0400
2814,2fbbee1a38e3,6,0,93516.0,2017-09-05T22:23:00-0400
2815,2fbbee1a38e3,6,1,100572.0,2017-09-06T08:11:00-0400
2816,2fbbee1a38e3,7,0,110520.0,2017-09-06T22:00:00-0400
2817,2fbbee1a38e3,7,1,117708.0,2017-09-07T07:59:00-0400
2818,2fbbee1a38e3,8,0,128112.0,2017-09-07T22:26:00-0400
2819,2fbbee1a38e3,8,1,135048.0,2017-09-08T08:04:00-0400
2820,2fbbee1a38e3,9,0,145164.0,2017-09-08T22:07:00-0400
2821,2fbbee1a38e3,9,1,152184.0,2017-09-09T07:52:00-0400
2822,2fbbee1a38e3,10,0,162216.0,2017-09-09T21:48:00-0400
